data,Disease
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
chills  fatigue  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
itching  vomiting  yellowishskin  nausea  lossofappetite  abdominalpain  yellowingofeyes,Chronic cholestasis
itching  skinrash  stomachpain  burningmicturition  spottingurination,Drug Reaction
vomiting  indigestion  lossofappetite  abdominalpain  passageofgases  internalitching,Peptic ulcer diseae
musclewasting  patchesinthroat  highfever  extramaritalcontacts,AIDS
fatigue  weightloss  restlessness  lethargy  irregularsugarlevel  blurredanddistortedvision  obesity  excessivehunger  increasedappetite  polyuria,Diabetes 
vomiting  sunkeneyes  dehydration  diarrhoea,Gastroenteritis
fatigue  cough  highfever  breathlessness  familyhistory  mucoidsputum,Bronchial Asthma
headache  chestpain  dizziness  lossofbalance  lackofconcentration,Hypertension 
acidity  indigestion  headache  blurredanddistortedvision  excessivehunger  stiffneck  depression  irritability  visualdisturbances,Migraine
backpain  weaknessinlimbs  neckpain  dizziness  lossofbalance,Cervical spondylosis
vomiting  headache  weaknessofonebodyside  alteredsensorium,Paralysis (brain hemorrhage)
itching  vomiting  fatigue  weightloss  highfever  yellowishskin  darkurine  abdominalpain,Jaundice
chills  vomiting  highfever  sweating  headache  nausea  diarrhoea  musclepain,Malaria
itching  skinrash  fatigue  lethargy  highfever  headache  lossofappetite  mildfever  swelledlymphnodes  malaise  redspotsoverbody,Chicken pox
skinrash  chills  jointpain  vomiting  fatigue  highfever  headache  nausea  lossofappetite  painbehindtheeyes  backpain  malaise  musclepain  redspotsoverbody,Dengue
chills  vomiting  fatigue  highfever  headache  nausea  constipation  abdominalpain  diarrhoea  toxiclook(typhos)  bellypain,Typhoid
jointpain  vomiting  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  diarrhoea  mildfever  yellowingofeyes  musclepain,hepatitis A
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
chills  fatigue  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
itching  vomiting  yellowishskin  nausea  lossofappetite  abdominalpain  yellowingofeyes,Chronic cholestasis
itching  skinrash  stomachpain  burningmicturition  spottingurination,Drug Reaction
vomiting  indigestion  lossofappetite  abdominalpain  passageofgases  internalitching,Peptic ulcer diseae
musclewasting  patchesinthroat  highfever  extramaritalcontacts,AIDS
fatigue  weightloss  restlessness  lethargy  irregularsugarlevel  blurredanddistortedvision  obesity  excessivehunger  increasedappetite  polyuria,Diabetes 
vomiting  sunkeneyes  dehydration  diarrhoea,Gastroenteritis
fatigue  cough  highfever  breathlessness  familyhistory  mucoidsputum,Bronchial Asthma
headache  chestpain  dizziness  lossofbalance  lackofconcentration,Hypertension 
acidity  indigestion  headache  blurredanddistortedvision  excessivehunger  stiffneck  depression  irritability  visualdisturbances,Migraine
backpain  weaknessinlimbs  neckpain  dizziness  lossofbalance,Cervical spondylosis
vomiting  headache  weaknessofonebodyside  alteredsensorium,Paralysis (brain hemorrhage)
itching  vomiting  fatigue  weightloss  highfever  yellowishskin  darkurine  abdominalpain,Jaundice
chills  vomiting  highfever  sweating  headache  nausea  diarrhoea  musclepain,Malaria
itching  skinrash  fatigue  lethargy  highfever  headache  lossofappetite  mildfever  swelledlymphnodes  malaise  redspotsoverbody,Chicken pox
skinrash  chills  jointpain  vomiting  fatigue  highfever  headache  nausea  lossofappetite  painbehindtheeyes  backpain  malaise  musclepain  redspotsoverbody,Dengue
chills  vomiting  fatigue  highfever  headache  nausea  constipation  abdominalpain  diarrhoea  toxiclook(typhos)  bellypain,Typhoid
jointpain  vomiting  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  diarrhoea  mildfever  yellowingofeyes  musclepain,hepatitis A
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
chills  fatigue  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
itching  vomiting  yellowishskin  nausea  lossofappetite  abdominalpain  yellowingofeyes,Chronic cholestasis
itching  skinrash  stomachpain  burningmicturition  spottingurination,Drug Reaction
vomiting  indigestion  lossofappetite  abdominalpain  passageofgases  internalitching,Peptic ulcer diseae
musclewasting  patchesinthroat  highfever  extramaritalcontacts,AIDS
fatigue  weightloss  restlessness  lethargy  irregularsugarlevel  blurredanddistortedvision  obesity  excessivehunger  increasedappetite  polyuria,Diabetes 
vomiting  sunkeneyes  dehydration  diarrhoea,Gastroenteritis
fatigue  cough  highfever  breathlessness  familyhistory  mucoidsputum,Bronchial Asthma
headache  chestpain  dizziness  lossofbalance  lackofconcentration,Hypertension 
acidity  indigestion  headache  blurredanddistortedvision  excessivehunger  stiffneck  depression  irritability  visualdisturbances,Migraine
backpain  weaknessinlimbs  neckpain  dizziness  lossofbalance,Cervical spondylosis
vomiting  headache  weaknessofonebodyside  alteredsensorium,Paralysis (brain hemorrhage)
itching  vomiting  fatigue  weightloss  highfever  yellowishskin  darkurine  abdominalpain,Jaundice
chills  vomiting  highfever  sweating  headache  nausea  diarrhoea  musclepain,Malaria
itching  skinrash  fatigue  lethargy  highfever  headache  lossofappetite  mildfever  swelledlymphnodes  malaise  redspotsoverbody,Chicken pox
skinrash  chills  jointpain  vomiting  fatigue  highfever  headache  nausea  lossofappetite  painbehindtheeyes  backpain  malaise  musclepain  redspotsoverbody,Dengue
chills  vomiting  fatigue  highfever  headache  nausea  constipation  abdominalpain  diarrhoea  toxiclook(typhos)  bellypain,Typhoid
jointpain  vomiting  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  diarrhoea  mildfever  yellowingofeyes  musclepain,hepatitis A
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
chills  fatigue  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
itching  vomiting  yellowishskin  nausea  lossofappetite  abdominalpain  yellowingofeyes,Chronic cholestasis
itching  skinrash  stomachpain  burningmicturition  spottingurination,Drug Reaction
vomiting  indigestion  lossofappetite  abdominalpain  passageofgases  internalitching,Peptic ulcer diseae
musclewasting  patchesinthroat  highfever  extramaritalcontacts,AIDS
fatigue  weightloss  restlessness  lethargy  irregularsugarlevel  blurredanddistortedvision  obesity  excessivehunger  increasedappetite  polyuria,Diabetes 
vomiting  sunkeneyes  dehydration  diarrhoea,Gastroenteritis
fatigue  cough  highfever  breathlessness  familyhistory  mucoidsputum,Bronchial Asthma
headache  chestpain  dizziness  lossofbalance  lackofconcentration,Hypertension 
acidity  indigestion  headache  blurredanddistortedvision  excessivehunger  stiffneck  depression  irritability  visualdisturbances,Migraine
backpain  weaknessinlimbs  neckpain  dizziness  lossofbalance,Cervical spondylosis
vomiting  headache  weaknessofonebodyside  alteredsensorium,Paralysis (brain hemorrhage)
itching  vomiting  fatigue  weightloss  highfever  yellowishskin  darkurine  abdominalpain,Jaundice
chills  vomiting  highfever  sweating  headache  nausea  diarrhoea  musclepain,Malaria
itching  skinrash  fatigue  lethargy  highfever  headache  lossofappetite  mildfever  swelledlymphnodes  malaise  redspotsoverbody,Chicken pox
skinrash  chills  jointpain  vomiting  fatigue  highfever  headache  nausea  lossofappetite  painbehindtheeyes  backpain  malaise  musclepain  redspotsoverbody,Dengue
chills  vomiting  fatigue  highfever  headache  nausea  constipation  abdominalpain  diarrhoea  toxiclook(typhos)  bellypain,Typhoid
jointpain  vomiting  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  diarrhoea  mildfever  yellowingofeyes  musclepain,hepatitis A
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
chills  fatigue  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
itching  vomiting  yellowishskin  nausea  lossofappetite  abdominalpain  yellowingofeyes,Chronic cholestasis
itching  skinrash  stomachpain  burningmicturition  spottingurination,Drug Reaction
vomiting  indigestion  lossofappetite  abdominalpain  passageofgases  internalitching,Peptic ulcer diseae
musclewasting  patchesinthroat  highfever  extramaritalcontacts,AIDS
fatigue  weightloss  restlessness  lethargy  irregularsugarlevel  blurredanddistortedvision  obesity  excessivehunger  increasedappetite  polyuria,Diabetes 
vomiting  sunkeneyes  dehydration  diarrhoea,Gastroenteritis
fatigue  cough  highfever  breathlessness  familyhistory  mucoidsputum,Bronchial Asthma
headache  chestpain  dizziness  lossofbalance  lackofconcentration,Hypertension 
acidity  indigestion  headache  blurredanddistortedvision  excessivehunger  stiffneck  depression  irritability  visualdisturbances,Migraine
backpain  weaknessinlimbs  neckpain  dizziness  lossofbalance,Cervical spondylosis
vomiting  headache  weaknessofonebodyside  alteredsensorium,Paralysis (brain hemorrhage)
itching  vomiting  fatigue  weightloss  highfever  yellowishskin  darkurine  abdominalpain,Jaundice
chills  vomiting  highfever  sweating  headache  nausea  diarrhoea  musclepain,Malaria
itching  skinrash  fatigue  lethargy  highfever  headache  lossofappetite  mildfever  swelledlymphnodes  malaise  redspotsoverbody,Chicken pox
skinrash  chills  jointpain  vomiting  fatigue  highfever  headache  nausea  lossofappetite  painbehindtheeyes  backpain  malaise  musclepain  redspotsoverbody,Dengue
chills  vomiting  fatigue  highfever  headache  nausea  constipation  abdominalpain  diarrhoea  toxiclook(typhos)  bellypain,Typhoid
jointpain  vomiting  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  diarrhoea  mildfever  yellowingofeyes  musclepain,hepatitis A
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
chills  fatigue  cough  highfever  breathlessness  sweating  malaise  phlegm  chestpain  fastheartrate  rustysputum,Pneumonia
constipation  painduringbowelmovements  paininanalregion  bloodystool  irritationinanus,Dimorphic hemmorhoids(piles)
vomiting  breathlessness  sweating  chestpain,Heart attack
fatigue  cramps  bruising  obesity  swollenlegs  swollenbloodvessels  prominentveinsoncalf,Varicose veins
fatigue  weightgain  coldhandsandfeets  moodswings  lethargy  dizziness  puffyfaceandeyes  enlargedthyroid  brittlenails  swollenextremeties  depression  irritability  abnormalmenstruation,Hypothyroidism
fatigue  moodswings  weightloss  restlessness  sweating  diarrhoea  fastheartrate  excessivehunger  muscleweakness  irritability  abnormalmenstruation,Hyperthyroidism
vomiting  fatigue  anxiety  sweating  headache  nausea  blurredanddistortedvision  excessivehunger  dryingandtinglinglips  slurredspeech  irritability  palpitations,Hypoglycemia
jointpain  neckpain  kneepain  hipjointpain  swellingjoints  painfulwalking,Osteoarthristis
muscleweakness  stiffneck  swellingjoints  movementstiffness  painfulwalking,Arthritis
vomiting  headache  nausea  spinningmovements  lossofbalance  unsteadiness,(vertigo) Paroymsal  Positional Vertigo
skinrash  pusfilledpimples  blackheads  scurring,Acne
burningmicturition  bladderdiscomfort  foulsmellofurine  continuousfeelofurine,Urinary tract infection
skinrash  jointpain  skinpeeling  silverlikedusting  smalldentsinnails  inflammatorynails,Psoriasis
skinrash  highfever  blister  redsorearoundnose  yellowcrustooze,Impetigo
itching  skinrash  nodalskineruptions  dischromicpatches,Fungal infection
continuoussneezing  shivering  chills  wateringfromeyes,Allergy
stomachpain  acidity  ulcersontongue  vomiting  cough  chestpain,GERD
itching  vomiting  yellowishskin  nausea  lossofappetite  abdominalpain  yellowingofeyes,Chronic cholestasis
itching  skinrash  stomachpain  burningmicturition  spottingurination,Drug Reaction
vomiting  indigestion  lossofappetite  abdominalpain  passageofgases  internalitching,Peptic ulcer diseae
musclewasting  patchesinthroat  highfever  extramaritalcontacts,AIDS
fatigue  weightloss  restlessness  lethargy  irregularsugarlevel  blurredanddistortedvision  obesity  excessivehunger  increasedappetite  polyuria,Diabetes 
vomiting  sunkeneyes  dehydration  diarrhoea,Gastroenteritis
fatigue  cough  highfever  breathlessness  familyhistory  mucoidsputum,Bronchial Asthma
headache  chestpain  dizziness  lossofbalance  lackofconcentration,Hypertension 
acidity  indigestion  headache  blurredanddistortedvision  excessivehunger  stiffneck  depression  irritability  visualdisturbances,Migraine
backpain  weaknessinlimbs  neckpain  dizziness  lossofbalance,Cervical spondylosis
vomiting  headache  weaknessofonebodyside  alteredsensorium,Paralysis (brain hemorrhage)
itching  vomiting  fatigue  weightloss  highfever  yellowishskin  darkurine  abdominalpain,Jaundice
chills  vomiting  highfever  sweating  headache  nausea  diarrhoea  musclepain,Malaria
itching  skinrash  fatigue  lethargy  highfever  headache  lossofappetite  mildfever  swelledlymphnodes  malaise  redspotsoverbody,Chicken pox
skinrash  chills  jointpain  vomiting  fatigue  highfever  headache  nausea  lossofappetite  painbehindtheeyes  backpain  malaise  musclepain  redspotsoverbody,Dengue
chills  vomiting  fatigue  highfever  headache  nausea  constipation  abdominalpain  diarrhoea  toxiclook(typhos)  bellypain,Typhoid
jointpain  vomiting  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  diarrhoea  mildfever  yellowingofeyes  musclepain,hepatitis A
itching  fatigue  lethargy  yellowishskin  darkurine  lossofappetite  abdominalpain  yellowurine  yellowingofeyes  malaise  receivingbloodtransfusion  receivingunsterileinjections,Hepatitis B
fatigue  yellowishskin  nausea  lossofappetite  yellowingofeyes  familyhistory,Hepatitis C
jointpain  vomiting  fatigue  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes,Hepatitis D
jointpain  vomiting  fatigue  highfever  yellowishskin  darkurine  nausea  lossofappetite  abdominalpain  yellowingofeyes  acuteliverfailure  coma  stomachbleeding,Hepatitis E
vomiting  yellowishskin  abdominalpain  swellingofstomach  distentionofabdomen  historyofalcoholconsumption  fluidoverload,Alcoholic hepatitis
chills  vomiting  fatigue  weightloss  cough  highfever  breathlessness  sweating  lossofappetite  mildfever  yellowingofeyes  swelledlymphnodes  malaise  phlegm  chestpain  bloodinsputum,Tuberculosis
continuoussneezing  chills  fatigue  cough  highfever  headache  swelledlymphnodes  malaise  phlegm  throatirritation  rednessofeyes  sinuspressure  runnynose  congestion  chestpain  lossofsmell  musclepain,Common Cold
